id,seller_id,material,qty_kg,density_gcm,rate_g
4872,219,Glass,972.8,1.08,2373.978
4873,6,Leather,1229.7,2.341,1198.047
4874,384,Concrete,1298.8,2.427,235.495
4875,62,Leather,924.4,2.601,1455.657
4876,480,Aluminum,485.8,2.811,2284.352
4877,377,Concrete,884.9,1.285,624.238
4878,213,Carbon,1412.9,0.708,683.013
4879,338,Clay,74.6,3.17,2084.644
4880,145,Nickel,30.1,3.097,1062.918
4881,433,Sapphire,749.6,0.175,1852.189
4882,94,Ceramic,329.7,1.489,1198.201
4883,309,Wood,704.6,3.495,609.995
4884,338,Aluminum,576.2,2.235,2442.574
4885,86,Paper,746.2,2.824,1383.527
4886,180,Graphite,713.0,1.755,10.319
4887,372,Ceramic,154.6,1.423,381.448
4888,383,Bronze,1350.6,2.617,559.335
4889,439,Titanium,1230.0,1.284,881.492
4890,199,Wood,563.4,3.46,1331.853
4891,103,Wood,912.8,1.867,2474.673
4892,190,Rubber,741.2,0.796,309.433
4893,125,Sapphire,573.5,1.154,81.191
4894,262,Titanium,9.0,0.031,1429.374
4895,471,Carbon,803.1,3.224,872.367
4896,220,Pearl,796.5,2.584,1123.878
4897,496,Wood,1273.8,1.451,4.51
4898,236,Metal,732.2,1.108,332.642
4899,309,Sapphire,1424.5,1.358,1283.747
4900,204,Wood,75.3,2.45,901.926
4901,79,Steel,752.4,1.187,2317.592
4902,32,Ruby,117.8,0.348,664.82
4903,91,Amethyst,227.1,1.862,886.058
4904,111,Plastic,506.3,0.2,2241.208
4905,292,Ruby,1204.1,2.368,1164.058
4906,482,Leather,166.2,1.675,350.66
4907,473,Brass,1000.5,0.528,2361.223
4908,475,Ruby,1376.1,1.746,1205.336
4909,346,Platinum,828.4,1.581,267.697
4910,250,Aluminum,9.7,0.22,1268.204
4911,157,Amethyst,1309.2,2.022,1048.73
4912,185,Rubber,1356.1,0.098,1497.602
4913,107,Glass,1348.5,1.022,1730.406
4914,64,Aluminum,985.5,2.312,1946.562
4915,3,Sapphire,905.3,0.561,1351.311
4916,288,Carbon,844.9,1.97,2253.376
4917,469,Gold,340.1,2.394,2027.674
4918,225,Platinum,294.7,1.096,2202.723
4919,426,Quartz,45.4,1.182,2295.645
4920,38,Bronze,578.6,2.114,1921.685
4921,36,Iron,733.8,0.841,806.87
4922,452,Carbon,819.8,2.559,148.542
4923,318,Aluminum,751.1,3.379,2133.674
4924,318,Clay,288.1,2.803,1473.596
4925,439,Bronze,1124.6,2.405,1793.645
4926,261,Stone,340.0,3.197,1851.156
4927,403,Graphite,779.6,0.809,2372.523
4928,149,Graphite,775.6,0.507,442.075
4929,164,Aluminum,833.3,0.156,2111.411
4930,155,Glass,670.0,0.423,116.306
4931,308,Sapphire,23.3,0.633,1218.435
4932,177,Quartz,1353.2,1.079,625.414
4933,138,Paper,267.6,1.078,370.398
4934,13,Carbon,676.6,0.606,20.958
4935,497,Chrome,1330.6,1.461,1938.397
4936,236,Ceramic,1106.8,2.662,1808.419
4937,133,Zinc,631.9,1.643,2236.276
4938,294,Chrome,751.5,0.63,178.166
4939,226,Glass,80.5,2.036,580.429
4940,197,Ceramic,1020.8,1.939,1383.288
4941,438,Iron,48.7,0.645,1682.881
4942,11,Titanium,353.6,1.921,298.266
4943,74,Stone,457.0,3.162,2314.009
4944,106,Diamond,409.9,0.603,2239.59
4945,415,Iron,702.3,2.043,1873.347
4946,86,Copper,674.5,0.094,229.707
4947,244,Graphite,1283.3,0.366,2442.36
4948,325,Ceramic,835.8,1.771,422.543
4949,486,Wood,839.0,2.313,300.218
4950,376,Iron,190.9,1.975,529.903
4951,310,Stainless,205.8,2.186,1705.738
4952,397,Zinc,31.2,2.897,2348.736
4953,462,Stone,1177.0,1.422,1045.251
4954,353,Paper,509.9,1.13,842.592
4955,285,Chrome,593.7,1.037,1549.874
4956,297,Wood,1400.4,1.044,581.912
4957,106,Graphite,51.6,0.874,1917.554
4958,277,Opal,825.8,2.594,2376.642
4959,121,Steel,1096.8,0.108,2408.321
4960,20,Fabric,336.5,2.179,561.927
4961,23,Graphite,242.8,2.356,1808.945
4962,498,Ruby,1015.3,2.769,2139.604
4963,60,Fiber,740.4,2.575,342.366
4964,272,Carbon,603.6,0.645,2394.956
4965,125,Aluminum,612.8,2.491,1305.058
4966,275,Paper,337.2,0.751,2381.258
4967,370,Leather,307.3,0.214,928.658
4968,282,Opal,453.3,2.832,1539.383
4969,34,Iron,658.3,2.285,3.111
4970,238,Stone,1266.1,2.073,2242.897
4971,272,Opal,477.3,0.848,989.386
4972,486,Stainless,922.4,1.525,1915.187
4973,11,Platinum,187.9,1.649,1237.378
4974,486,Clay,800.0,1.198,2347.286
4975,269,Platinum,847.6,3.118,413.083
4976,423,Fabric,16.1,3.056,1420.408
4977,329,Sapphire,384.9,3.127,2292.72
4978,167,Stainless,943.1,0.687,1854.029
4979,209,Carbon,409.7,1.424,2382.477
4980,204,Amethyst,1003.8,2.651,407.641
4981,431,Ceramic,406.9,0.19,825.152
4982,207,Diamond,245.8,0.058,1265.778
4983,442,Plastic,434.5,3.278,1115.539
4984,312,Brass,178.7,3.417,598.774
4985,75,Topaz,442.9,0.036,1079.427
4986,428,Glass,648.2,1.224,1404.84
4987,457,Copper,133.7,1.809,905.174
4988,445,Leather,1072.5,1.761,1740.878
4989,127,Opal,1156.5,1.173,1238.258
4990,424,Wood,70.1,2.384,666.932
4991,170,Carbon,589.9,0.639,2274.009
4992,202,Clay,562.7,0.189,1598.221
4993,45,Leather,902.9,1.308,1084.013
4994,132,Amethyst,1360.7,1.521,240.585
4995,276,Ruby,453.8,0.352,272.391
4996,77,Leather,158.6,0.07,561.448
4997,236,Steel,431.8,2.08,132.241
4998,401,Plastic,244.9,2.529,217.448
4999,226,Opal,156.4,1.732,781.293
5000,485,Ceramic,23.6,0.686,98.307
5001,418,Leather,1150.3,1.166,36.792
5002,232,Chrome,1234.0,3.085,1589.514
5003,412,Pearl,323.6,3.333,1485.863
5004,495,Stone,500.6,1.502,2312.629
5005,311,Plastic,1085.1,1.031,248.341
5006,56,Glass,1404.3,1.74,1341.997
5007,379,Glass,40.7,1.667,156.122
5008,249,Nickel,760.2,2.881,1833.654
5009,354,Fiber,800.2,1.378,2473.214
5010,324,Copper,1030.9,1.146,1563.854
5011,31,Copper,18.0,2.879,208.476
5012,98,Copper,443.8,0.703,2475.869
5013,82,Clay,634.2,1.664,2210.63
5014,440,Pearl,1159.8,2.428,343.294
5015,358,Clay,603.6,3.496,2473.167
5016,227,Brass,34.7,2.557,1481.4
5017,494,Bronze,258.4,3.145,1631.598
5018,219,Sapphire,461.9,1.175,382.159
5019,259,Ruby,1016.1,2.754,684.557
5020,135,Aluminum,693.1,0.509,851.67
5021,455,Carbon,593.1,2.331,865.669
5022,269,Aluminum,496.9,0.862,1666.254
5023,255,Quartz,216.8,1.037,752.705
5024,456,Bronze,412.4,0.126,719.21
5025,411,Metal,711.1,2.012,314.676
5026,15,Sapphire,1320.6,3.464,2050.584
5027,150,Glass,574.0,2.992,1816.276
5028,164,Aluminum,402.4,3.047,2414.36
5029,229,Emerald,429.5,2.36,1808.4
5030,339,Carbon,784.8,3.289,1010.909
5031,311,Metal,1380.0,1.764,1483.089
5032,267,Platinum,430.9,1.865,2404.204
5033,389,Fabric,442.3,0.292,1367.655
5034,137,Diamond,655.9,2.673,2304.314
5035,79,Fabric,1075.1,3.383,218.011
5036,38,Stone,423.3,0.597,196.802
5037,110,Fabric,105.1,1.547,1427.556
5038,411,Diamond,240.7,0.825,482.275
5039,188,Titanium,327.2,3.1,1799.877
5040,346,Rubber,220.3,0.04,2411.74
5041,100,Copper,130.2,1.081,18.897
5042,98,Pearl,1310.5,2.908,2085.921
5043,71,Clay,234.8,2.299,1899.984
5044,341,Wood,821.9,2.673,1036.95
5045,23,Platinum,146.5,3.196,1198.865
5046,68,Bronze,343.0,2.553,455.162
5047,411,Stainless,989.3,2.701,2022.795
5048,186,Opal,423.2,1.55,412.302
5049,389,Amethyst,78.9,2.164,2154.142
5050,373,Metal,378.3,2.189,1287.833
5051,224,Copper,311.9,2.441,1484.768
5052,395,Graphite,1369.3,3.322,450.727
5053,392,Bronze,928.7,0.885,1659.074
5054,409,Carbon,148.0,3.061,2240.354
5055,272,Pearl,191.0,3.21,1525.663
5056,88,Nickel,97.9,1.06,304.951
5057,314,Topaz,769.6,1.003,879.265
5058,198,Rubber,596.0,2.591,89.806
5059,68,Nickel,995.7,2.377,772.905
5060,288,Carbon,1366.0,1.356,2427.365
5061,208,Iron,598.9,3.219,2138.495
5062,438,Diamond,684.9,1.317,59.967
5063,237,Nickel,984.8,2.36,1054.622
5064,328,Concrete,470.3,1.99,1083.088
5065,44,Concrete,1245.9,1.275,464.687
5066,230,Diamond,278.9,3.18,404.339
5067,456,Carbon,476.5,2.208,1060.407
5068,140,Ruby,375.0,0.765,1371.684
5069,468,Fabric,919.0,0.354,1548.65
5070,241,Quartz,450.1,2.37,805.431
5071,403,Gold,106.3,2.062,1260.061
5072,238,Wood,130.5,0.98,1134.118
5073,471,Leather,513.4,1.342,1896.542
5074,310,Quartz,1382.3,2.854,605.19
5075,337,Plastic,1363.5,0.566,1923.901
5076,360,Graphite,79.0,0.947,1284.809
5077,377,Gold,30.7,0.239,489.652
5078,455,Ceramic,1304.1,2.153,2289.676
5079,330,Opal,422.1,0.52,2403.77
5080,72,Quartz,1021.4,0.993,1339.196
5081,13,Fabric,1019.7,1.154,2123.154
5082,129,Concrete,1279.2,1.284,1285.871
5083,271,Glass,1328.1,2.252,2356.013
5084,88,Metal,472.8,2.456,1774.494
5085,437,Iron,559.2,0.478,1311.846
5086,305,Emerald,25.9,0.05,1078.198
5087,94,Stainless,390.0,3.457,2492.205
5088,301,Gold,1042.5,1.185,1185.018
5089,397,Diamond,882.2,0.408,2397.156
5090,175,Platinum,76.8,2.623,1271.775
5091,52,Emerald,734.2,0.746,2085.211
5092,201,Opal,634.2,2.807,2471.881
5093,357,Opal,745.2,1.927,1360.258
5094,54,Rubber,1048.5,2.379,1743.637
5095,264,Wood,685.6,1.849,1270.216
5096,123,Concrete,1266.4,0.455,2371.849
5097,45,Paper,612.6,2.604,356.908
5098,281,Glass,1409.9,2.601,2270.228
5099,129,Zinc,1011.9,2.716,13.116
5100,243,Gold,401.9,2.39,724.776
5101,452,Nickel,566.8,0.403,299.55
5102,337,Amethyst,1161.4,1.292,447.949
5103,269,Opal,1043.9,3.481,1536.756
5104,108,Brass,548.0,3.404,864.044
5105,402,Topaz,792.0,0.462,1664.495
5106,209,Nickel,557.3,0.817,1876.773
5107,371,Concrete,785.2,1.751,705.429
5108,370,Pearl,204.9,0.279,754.683
5109,8,Diamond,193.1,0.538,372.9
5110,49,Ceramic,348.5,0.227,1846.169
5111,478,Paper,314.9,3.016,95.449
5112,28,Zinc,723.8,1.266,417.115
5113,168,Emerald,1017.4,1.305,644.785
5114,81,Pearl,1375.7,0.062,1963.112
5115,162,Brass,1337.0,0.175,2490.424
5116,236,Metal,219.0,2.847,117.391
5117,199,Paper,1157.3,3.24,55.871
5118,124,Opal,935.6,1.392,1350.819
5119,46,Chrome,321.3,1.963,431.887
5120,318,Plastic,356.9,0.078,856.672
5121,263,Brass,1068.7,2.662,1236.652
5122,193,Glass,354.5,1.329,685.444
5123,322,Concrete,677.0,1.902,1621.114
5124,457,Chrome,279.0,1.063,1943.887
5125,271,Leather,609.2,1.006,1362.606
5126,437,Stone,1123.2,2.758,1752.79
5127,156,Sapphire,867.2,1.715,26.039
5128,67,Emerald,296.1,2.83,2121.062
5129,110,Carbon,472.9,2.553,1452.503
5130,291,Clay,459.3,1.173,67.831
5131,163,Plastic,17.2,0.943,1425.695
5132,383,Pearl,1079.0,3.404,2268.37
5133,200,Copper,1320.3,3.292,2132.242
5134,77,Concrete,1.1,2.8,2339.583
5135,237,Stainless,917.4,2.235,1487.897
5136,292,Emerald,1.3,3.254,824.771
5137,207,Brass,197.9,3.147,1061.204
5138,334,Diamond,224.4,1.641,1043.97
5139,179,Metal,360.9,2.311,2456.702
5140,307,Gold,417.7,2.239,240.796
5141,346,Ceramic,594.2,0.27,840.299
5142,294,Nickel,2.8,2.369,909.786
5143,379,Titanium,615.0,3.231,2481.64
5144,341,Fiber,663.9,1.038,2344.358
5145,412,Titanium,693.9,3.44,724.874
5146,429,Rubber,744.8,1.366,2427.746
5147,237,Paper,62.3,3.305,1049.746
5148,253,Stainless,38.9,2.953,678.009
5149,274,Steel,59.9,1.275,1064.6
5150,227,Concrete,614.0,2.697,460.325
5151,378,Fabric,224.6,1.235,2160.74
5152,329,Brass,1421.0,0.094,1308.614
5153,2,Platinum,441.8,3.354,2185.631
5154,227,Gold,1381.0,2.402,543.529
5155,303,Clay,538.1,2.926,1599.651
5156,118,Leather,460.8,2.151,2368.659
5157,401,Chrome,630.4,2.44,789.535
5158,116,Ceramic,15.6,0.469,1792.533
5159,427,Stone,216.4,0.788,767.956
5160,453,Ruby,381.3,3.171,1316.481
5161,304,Paper,173.4,0.136,2135.574
5162,337,Metal,432.3,1.326,1282.827
5163,206,Titanium,258.7,1.003,537.982
5164,38,Metal,1330.1,3.257,2199.502
5165,259,Bronze,563.0,0.626,1690.473
5166,267,Rubber,737.5,1.753,359.976
5167,9,Stainless,851.1,0.349,1786.256
5168,471,Iron,1116.7,1.363,321.685
5169,349,Stone,758.1,0.239,525.857
5170,72,Glass,1083.1,1.429,355.326
5171,382,Ceramic,357.6,1.736,1827.697
5172,123,Bronze,1328.3,1.414,208.624
5173,123,Opal,22.6,2.009,913.782
5174,469,Aluminum,745.3,0.896,1182.628
5175,143,Metal,1173.8,0.665,1313.078
5176,360,Topaz,464.5,2.503,1618.218
5177,106,Nickel,892.4,3.341,1480.232
5178,236,Pearl,652.4,0.128,2002.086
5179,379,Nickel,904.8,3.326,1292.756
5180,273,Copper,611.6,3.272,1576.248
5181,422,Topaz,422.0,0.398,1563.257
5182,489,Amethyst,1188.0,3.269,60.17
5183,60,Bronze,350.6,3.094,846.013
5184,399,Ruby,904.5,0.429,531.11
5185,60,Plastic,120.4,1.896,2250.262
5186,174,Amethyst,298.8,3.056,216.07
5187,311,Diamond,1401.2,3.211,217.189
5188,424,Quartz,818.0,2.749,916.982
5189,341,Aluminum,235.9,1.865,1541.349
5190,465,Emerald,690.6,1.254,2462.912
5191,433,Nickel,895.2,0.772,820.277
5192,44,Platinum,254.0,0.717,1597.624
5193,65,Opal,245.4,1.086,1534.009
5194,457,Nickel,1323.2,1.029,625.538
5195,257,Ruby,948.5,1.989,298.964
5196,244,Gold,880.3,0.813,1176.68
5197,90,Sapphire,1277.4,3.3,1771.482
5198,380,Stainless,525.9,1.643,2016.905
5199,439,Rubber,564.8,1.581,1669.598
5200,54,Clay,87.1,0.694,2049.901
5201,388,Brass,910.7,2.688,2221.674
5202,60,Fiber,631.5,1.498,337.272
5203,497,Aluminum,517.8,0.827,1265.865
5204,213,Bronze,887.8,1.036,115.879
5205,359,Topaz,1355.9,1.732,1658.928
5206,208,Opal,821.0,2.85,1687.987
5207,101,Fabric,1421.9,3.309,916.383
5208,221,Chrome,1338.7,2.451,961.986
5209,258,Opal,488.7,2.236,1628.478
5210,267,Steel,790.5,3.226,1370.696
5211,218,Copper,371.1,3.252,2024.71
5212,410,Aluminum,759.7,1.929,2020.775
5213,245,Quartz,1203.5,1.519,1940.602
5214,392,Rubber,436.7,3.109,1180.975
5215,94,Diamond,648.0,0.14,1837.549
5216,36,Chrome,1162.0,0.863,1341.965
5217,320,Diamond,664.5,3.301,1497.413
5218,485,Sapphire,244.3,1.833,2087.405
5219,5,Sapphire,291.3,1.784,2210.443
5220,436,Chrome,260.2,0.166,1322.215
5221,190,Gold,1310.3,0.38,1582.838
5222,304,Quartz,1106.9,1.649,1674.709
5223,39,Rubber,617.9,1.752,1146.684
5224,30,Leather,27.9,2.432,2041.964
5225,364,Zinc,1142.5,0.3,2142.456
5226,112,Metal,136.8,2.329,24.513
5227,81,Plastic,1328.7,1.843,1202.233
5228,500,Opal,926.1,1.85,357.144
5229,251,Ruby,1008.3,1.222,2475.224
5230,414,Quartz,1302.2,1.877,1367.832
5231,136,Leather,515.0,0.927,429.429
5232,220,Graphite,225.2,2.239,1531.755
5233,339,Nickel,457.1,2.833,1390.858
5234,376,Steel,28.0,3.257,1419.271
5235,228,Aluminum,1210.7,2.709,653.609
5236,168,Graphite,878.7,0.889,1033.37
5237,375,Topaz,343.8,3.29,1034.197
5238,40,Zinc,105.5,3.329,1666.641
5239,367,Chrome,640.0,2.72,2259.502
5240,336,Wood,1138.5,3.27,1718.821
5241,303,Brass,789.4,0.544,46.63
5242,325,Leather,1221.4,3.372,1240.772
5243,150,Glass,554.3,3.051,1866.822
5244,168,Graphite,355.9,2.431,1957.218
5245,462,Ceramic,99.7,2.303,1297.899
5246,100,Rubber,1360.9,1.376,1787.811
5247,483,Quartz,466.0,1.268,2206.565
5248,39,Clay,158.3,1.069,1706.746
5249,36,Plastic,1053.9,0.248,961.765
5250,87,Opal,954.8,3.128,2157.841
5251,205,Opal,826.4,1.7,2318.677
5252,225,Nickel,894.5,0.905,497.704
5253,14,Concrete,93.2,1.757,733.319
5254,82,Concrete,1152.7,2.027,406.937
5255,370,Bronze,89.5,1.185,731.552
5256,468,Wood,246.7,2.492,2155.065
5257,223,Metal,651.9,0.869,2164.646
5258,431,Zinc,314.8,1.706,2462.27
5259,217,Diamond,548.4,2.712,228.656
5260,332,Zinc,1214.5,0.791,682.069
5261,439,Topaz,1185.8,1.609,22.242
5262,232,Paper,510.6,0.027,316.203
5263,105,Rubber,328.5,1.863,1003.826
5264,309,Fiber,1078.2,0.843,1263.043
5265,407,Gold,937.9,0.669,1406.428
5266,142,Wood,533.9,1.938,1152.455
5267,323,Stainless,266.0,2.262,1745.326
5268,277,Fabric,197.5,3.175,1160.114
5269,364,Opal,494.7,2.214,335.55
5270,149,Plastic,1158.3,2.332,547.842
5271,268,Steel,89.6,2.309,1022.696
5272,396,Gold,381.7,0.977,1037.903
5273,121,Wood,69.1,0.758,2173.289
5274,269,Clay,428.8,2.952,806.051
5275,226,Diamond,899.7,2.228,468.481
5276,264,Topaz,591.3,0.806,913.505
5277,304,Carbon,569.4,0.338,442.173
5278,337,Opal,480.1,2.624,1545.396
5279,91,Metal,749.3,3.337,1477.942
5280,160,Stainless,863.8,3.109,318.662
5281,261,Aluminum,1360.8,2.204,2444.614
5282,156,Paper,447.3,2.241,572.443
5283,70,Concrete,1417.1,0.047,826.091
5284,485,Glass,673.2,3.203,1700.619
5285,37,Emerald,842.0,0.131,1960.462
5286,195,Zinc,1099.4,3.3,1854.485
5287,88,Brass,1122.5,2.292,2386.126
5288,268,Gold,104.5,1.334,134.613
5289,315,Ruby,977.4,3.081,1135.878
5290,164,Ruby,1380.9,2.329,306.136
5291,352,Stone,959.9,1.916,1368.81
5292,268,Fiber,652.2,0.42,1381.191
5293,347,Diamond,1308.2,1.059,2475.288
5294,414,Fiber,1389.6,2.6,2459.188
5295,262,Brass,322.1,1.662,1536.967
5296,315,Platinum,793.3,1.248,1113.462
5297,205,Chrome,116.2,1.628,1890.121
5298,457,Leather,1090.7,2.876,205.331
5299,400,Copper,1299.7,2.83,735.671
5300,360,Copper,1133.9,0.711,2162.49
5301,72,Ruby,313.2,0.2,2073.5
5302,67,Amethyst,49.2,0.833,1513.123
5303,244,Clay,807.0,1.318,2385.433
5304,421,Opal,606.8,0.084,1379.479
5305,255,Clay,1267.2,3.31,2365.641
5306,140,Rubber,711.4,0.626,219.117
5307,8,Carbon,187.4,2.465,1180.103
5308,186,Plastic,668.2,2.924,1858.692
5309,246,Opal,454.2,2.842,1702.496
5310,183,Wood,1284.4,0.568,1572.887
5311,39,Stainless,477.8,1.348,2311.548
5312,366,Amethyst,1400.9,1.647,1964.817
5313,81,Nickel,745.0,0.037,2439.887
5314,227,Rubber,1389.5,0.082,1810.611
5315,469,Carbon,855.9,2.215,2461.544
5316,66,Zinc,18.2,1.095,2455.123
5317,8,Copper,859.3,3.482,962.078
5318,437,Gold,253.0,2.08,790.848
5319,464,Plastic,501.1,0.799,744.568
5320,123,Emerald,1339.0,3.322,1224.452
5321,329,Brass,887.9,1.793,1312.505
5322,58,Carbon,1301.5,3.493,754.955
5323,88,Steel,139.6,1.261,1461.748
5324,260,Silver,1403.0,1.804,1520.297
5325,340,Silver,439.7,0.901,80.827
5326,417,Carbon,573.0,0.077,576.255
5327,312,Metal,172.1,3.109,2177.427
5328,498,Stainless,557.6,2.718,1696.737
5329,11,Platinum,1324.9,3.433,1832.341
5330,228,Chrome,1415.4,2.111,1002.008
5331,97,Platinum,1112.4,0.442,1217.893
5332,448,Brass,1289.8,2.389,823.182
5333,65,Silver,694.4,1.938,536.001
5334,224,Carbon,478.0,2.835,1400.151
5335,188,Ceramic,945.3,0.264,604.453
5336,312,Pearl,745.7,1.959,979.324
5337,161,Copper,297.2,2.989,6.179
5338,314,Pearl,906.8,1.739,566.923
5339,122,Leather,1251.5,2.372,373.46
5340,447,Titanium,1107.5,3.374,1909.441
5341,264,Gold,534.5,0.045,802.052
5342,457,Titanium,455.1,2.508,1377.951
5343,175,Concrete,1049.4,1.733,1601.441
5344,123,Emerald,192.3,1.206,1504.678
5345,2,Amethyst,65.6,1.903,1019.411
5346,182,Glass,1184.9,1.439,887.234
5347,452,Plastic,854.1,1.381,1936.316
5348,191,Stainless,270.4,2.171,1748.749
5349,372,Bronze,271.1,2.381,1002.925
5350,199,Zinc,521.9,2.956,2370.852
5351,68,Glass,870.1,0.741,162.679
5352,83,Bronze,788.7,2.31,1505.23
5353,251,Platinum,519.7,1.952,1103.436
5354,484,Pearl,1179.7,0.236,1824.325
5355,209,Diamond,804.2,0.697,1912.903
5356,271,Brass,163.2,2.521,1170.158
5357,4,Emerald,95.5,1.688,992.99
5358,81,Brass,304.5,1.798,1169.655
5359,132,Glass,127.8,0.535,588.304
5360,81,Glass,85.8,2.105,2050.792
5361,387,Gold,437.4,1.076,1450.023
5362,151,Concrete,881.1,1.07,1532.064
5363,4,Graphite,1203.7,2.342,1769.965
5364,409,Gold,779.7,0.199,120.002
5365,485,Chrome,171.3,2.085,924.295
5366,21,Plastic,1184.3,3.231,197.458
5367,445,Metal,873.5,1.069,1829.25
5368,240,Gold,204.9,1.81,1107.858
5369,279,Sapphire,832.0,2.644,2205.812
5370,367,Clay,1346.6,2.791,1219.738
5371,284,Iron,190.1,1.473,974.01
5372,213,Emerald,145.5,1.97,2160.13
5373,43,Wood,58.7,1.456,43.961
5374,273,Quartz,1231.6,2.314,103.435
5375,343,Platinum,904.8,0.28,1934.718
5376,26,Brass,872.7,0.471,400.283
5377,221,Copper,1261.5,0.258,304.712
5378,164,Pearl,225.0,2.884,2327.364
5379,160,Fabric,1197.0,1.887,472.248
5380,301,Stone,1111.6,0.827,1383.834
5381,149,Nickel,696.0,3.413,460.293
5382,6,Topaz,26.6,1.686,5.261
5383,302,Glass,1317.2,0.11,742.247
5384,448,Leather,1240.3,2.21,1957.664
5385,95,Glass,985.7,2.328,2113.92
5386,153,Amethyst,1294.1,1.67,2479.571
5387,291,Sapphire,1320.1,3.399,2419.142
5388,263,Clay,1151.9,1.963,1051.666
5389,200,Amethyst,586.9,2.1,715.216
5390,147,Fabric,988.9,3.095,1626.509
5391,247,Ruby,465.7,2.448,1323.916
5392,262,Ruby,899.2,0.213,1526.25
5393,246,Quartz,427.4,2.589,124.342
5394,348,Steel,1097.2,0.978,2289.669
5395,24,Chrome,525.3,1.405,1194.563
5396,186,Topaz,379.5,1.325,2121.693
5397,489,Brass,707.6,2.371,387.485
5398,486,Emerald,928.1,1.189,78.06
5399,324,Wood,1296.8,0.493,2101.29
5400,133,Aluminum,439.3,3.335,1574.234
5401,346,Titanium,311.7,2.796,1787.855
5402,353,Clay,248.4,1.759,2382.762
5403,58,Leather,196.3,1.042,2284.53
5404,466,Plastic,147.0,1.892,1726.322
5405,163,Concrete,746.4,1.868,2084.853
5406,374,Paper,480.1,2.202,1748.152
5407,492,Titanium,869.2,1.488,281.105
5408,343,Ruby,283.9,1.41,352.706
5409,117,Opal,1360.4,1.356,2081.519
5410,115,Clay,945.7,1.049,1107.265
5411,479,Fabric,391.4,2.869,36.503
5412,87,Gold,944.7,0.697,2300.978
5413,363,Titanium,278.1,3.43,1368.403
5414,366,Opal,671.3,2.721,1786.952
5415,354,Copper,944.1,0.344,41.551
5416,464,Stainless,926.0,0.847,1314.805
5417,350,Ceramic,536.4,2.684,2049.398
5418,324,Concrete,1150.6,1.353,2186.029
5419,230,Quartz,1257.5,1.94,230.587
5420,28,Metal,1128.9,2.014,554.13
5421,495,Titanium,1200.3,0.473,1257.639
5422,130,Silver,109.4,1.372,684.066
5423,134,Copper,1330.2,0.881,1248.989
5424,116,Steel,466.7,0.437,295.922
5425,137,Wood,375.7,2.799,418.838
5426,44,Carbon,548.8,1.417,1617.107
5427,161,Rubber,799.8,0.012,776.718
5428,336,Ruby,881.1,3.063,1379.247
5429,131,Glass,1003.7,3.382,87.53
5430,45,Ruby,181.3,1.73,1322.053
5431,475,Steel,1005.0,2.063,1223.599
5432,29,Opal,604.5,0.669,2093.467
5433,414,Titanium,1291.4,1.581,1735.884
5434,132,Quartz,61.0,1.138,1776.196
5435,236,Ruby,917.6,1.122,2450.75
5436,283,Carbon,995.7,1.565,1757.316
5437,356,Quartz,398.7,2.294,544.103
5438,451,Amethyst,1280.7,1.075,523.966
5439,470,Zinc,890.4,1.865,2228.678
5440,55,Stone,625.3,1.262,920.648
5441,460,Wood,335.7,3.238,1603.292
5442,30,Copper,820.1,1.632,1055.351
5443,82,Pearl,435.5,1.867,1533.356
5444,204,Ceramic,762.6,3.134,971.906
5445,385,Titanium,1405.1,0.145,1284.647
5446,240,Fiber,658.1,1.557,288.135
5447,415,Titanium,384.1,2.54,358.969
5448,155,Carbon,160.7,2.882,1840.696
5449,109,Copper,1388.9,2.226,803.063
5450,336,Copper,605.3,2.223,286.197
5451,49,Plastic,365.8,0.046,1798.287
5452,272,Platinum,1182.7,0.53,183.735
5453,199,Emerald,1255.5,1.879,70.951
5454,499,Nickel,859.1,0.811,1760.316
5455,295,Iron,609.6,0.594,1663.118
5456,306,Ceramic,333.8,3.159,2008.153
5457,362,Rubber,808.4,1.936,2034.473
5458,178,Sapphire,904.1,1.581,549.2
5459,415,Clay,1289.9,0.998,1053.603
5460,355,Fiber,300.5,1.354,1525.326
5461,442,Quartz,902.5,0.421,324.366
5462,72,Plastic,197.9,1.8,1792.414
5463,261,Quartz,150.2,2.677,2141.104
5464,254,Stainless,800.5,3.191,976.007
5465,452,Aluminum,1214.8,3.185,731.606
5466,103,Concrete,825.4,2.397,70.766
5467,141,Titanium,867.7,1.853,2267.887
5468,317,Fabric,925.6,0.761,2103.649
5469,458,Ruby,548.2,2.051,1841.101
5470,119,Stone,28.7,0.222,2095.262
5471,421,Rubber,1064.2,1.134,1820.295
5472,214,Chrome,735.4,0.35,2086.249
5473,231,Steel,263.3,1.399,2176.508
5474,188,Ceramic,71.9,1.883,1407.696
5475,117,Aluminum,1181.1,1.891,879.495
5476,367,Sapphire,73.5,1.785,2044.046
5477,88,Concrete,436.9,0.054,967.14
5478,435,Ruby,886.5,1.723,2259.94
5479,389,Leather,318.6,0.71,948.297
5480,227,Quartz,343.6,2.423,1401.513
5481,262,Topaz,913.3,2.677,1668.998
5482,485,Diamond,197.9,2.991,1164.861
5483,388,Chrome,1106.4,1.184,2010.43
5484,454,Topaz,601.8,0.307,783.357
5485,418,Silver,308.5,0.294,2462.451
5486,474,Quartz,1301.1,0.705,2279.281
5487,114,Ruby,501.0,0.687,1510.307
5488,439,Stainless,239.3,0.966,2488.085
